0	50000	5000
1	42310	4746
2	41633	4750
3	41102	4773
4	40620	4835
5	40261	4896
6	39954	4957
7	39597	5039
8	39205	5109
9	38902	5172
10	38459	5251
11	38099	5340
12	37682	5419
13	37343	5492
14	36949	5565
15	36486	5630
16	36015	5715
17	35522	5801
18	35028	5897
19	34532	5976
20	34028	6067
21	33477	6156
22	32910	6232
23	32420	6297
24	31801	6382
25	31233	6449
26	30711	6497
27	30169	6555
28	29621	6593
29	29031	6637
30	28449	6680
31	27854	6719
32	27724	6752
33	27654	6800
34	27489	6827
35	27398	6842
36	27218	6868
37	27041	6862
38	26857	6863
39	26655	6844
40	26447	6852
41	26237	6857
42	25922	6933
43	25566	6995
44	25268	7072
45	24951	7158
46	24553	7215
47	24152	7281
48	23786	7341
49	23418	7399
50	23023	7452
51	22625	7507
52	22212	7557
53	21812	7594
54	21355	7608
55	20873	7614
56	20441	7657
57	20037	7679
58	19621	7710
59	19168	7717
60	18824	7732
61	18349	7738
62	18300	7724
63	18214	7689
64	18066	7683
65	18018	7671
66	17932	7635
67	17782	7611
68	17589	7584
69	17450	7539
70	17247	7496
71	17070	7410
72	16868	7343
73	16657	7270
74	16483	7215
75	16290	7156
76	16055	7100
77	15826	7008
78	15573	6911
79	15336	6828
80	15088	6743
81	14849	6662
82	14579	6657
83	14331	6660
84	14076	6650
85	13779	6686
86	13535	6680
87	13254	6679
88	12942	6670
89	12704	6647
90	12467	6616
91	12144	6612
92	12171	6586
93	12171	6557
94	12140	6510
95	12172	6464
96	12146	6415
97	12099	6376
98	12050	6334
99	12026	6306
100	11913	6272
101	11839	6276
102	11719	6217
103	11591	6166
104	11434	6137
105	11324	6076
106	11154	5993
107	11034	5943
108	10878	5872
109	10717	5806
110	10568	5717
111	10420	5619
112	10283	5502
113	10138	5394
114	9982	5320
115	9848	5244
116	9769	5133
117	9688	5047
118	9588	4944
119	9490	4847
120	9405	4755
121	9292	4673
122	9380	4645
123	9480	4601
124	9563	4540
125	9620	4488
126	9674	4467
127	9693	4425
128	9772	4385
129	9823	4302
130	9869	4268
131	9896	4237
132	9905	4179
133	9881	4143
134	9869	4064
135	9871	4010
136	9836	3922
137	9860	3874
138	9831	3835
139	9806	3800
140	9808	3771
141	9784	3745
142	9759	3697
143	9708	3660
144	9677	3628
145	9666	3584
146	9688	3531
147	9676	3478
148	9656	3417
149	9650	3362
150	9639	3277
151	9602	3197
152	9745	3123
153	9925	3088
154	10121	3021
155	10299	2948
156	10405	2891
157	10547	2803
158	10722	2729
159	10866	2670
160	11041	2600
161	11179	2560
162	11289	2544
163	11401	2515
164	11506	2483
165	11646	2461
166	11738	2436
167	11862	2410
168	11926	2384
169	11992	2363
170	12152	2329
171	12239	2321
172	12320	2295
173	12331	2258
174	12310	2229
175	12319	2194
176	12410	2164
177	12469	2137
178	12527	2120
179	12577	2113
180	12604	2086
181	12636	2083
182	12921	2050
183	13243	2030
184	13567	2019
185	13867	1991
186	14113	1969
187	14417	1938
188	14694	1915
189	14925	1903
190	15214	1882
191	15454	1852
192	15714	1813
193	15940	1801
194	16133	1770
195	16360	1740
196	16548	1722
197	16773	1710
198	16908	1682
199	17042	1647
200	17316	1621
201	17499	1602
202	17647	1594
203	17717	1600
204	17758	1591
205	17822	1586
206	17959	1590
207	18096	1593
208	18205	1586
209	18362	1589
210	18428	1583
211	18500	1584
212	18951	1591
213	19408	1588
214	19880	1585
215	20378	1578
216	20690	1586
217	21151	1582
218	21567	1597
219	21900	1593
220	22330	1591
221	22667	1595
222	23045	1585
223	23333	1591
224	23599	1603
225	23879	1611
226	24132	1617
227	24449	1612
228	24672	1613
229	24855	1630
230	25250	1646
231	25556	1641
232	25775	1635
233	25871	1638
234	25932	1640
235	26070	1645
236	26279	1652
237	26451	1649
238	26630	1638
239	26875	1638
240	26977	1625
241	27081	1634
242	27781	1664
243	28473	1686
244	29164	1705
245	29862	1734
246	30292	1764
247	30964	1776
248	31577	1797
249	32099	1801
250	32672	1809
251	33138	1826
252	33674	1831
253	34112	1851
254	34553	1866
255	34970	1869
256	35334	1889
257	35839	1903
258	36142	1926
259	36411	1928
260	36855	1943
261	37235	1970
262	37550	1972
263	37682	1997
264	37713	2022
265	37867	2034
266	38142	2061
267	38297	2070
268	38498	2071
269	38795	2099
270	38846	2117
271	38949	2117
272	39889	2121
273	40718	2137
274	41663	2149
275	42582	2163
276	43194	2187
277	44053	2203
278	44736	2199
279	45422	2196
280	46100	2206
281	46677	2230
282	47397	2272
283	47877	2311
284	48431	2352
285	48887	2410
286	49204	2451
287	49797	2486
288	50096	2538
289	50391	2557
290	50884	2565
291	51300	2608
292	51615	2638
293	51605	2672
294	51505	2699
295	51524	2711
296	51713	2757
297	51766	2787
298	51867	2826
299	52115	2838
300	52021	2864
301	51949	2906
302	53008	2913
303	53835	2955
304	54863	2995
305	55837	3009
306	56409	3058
307	57223	3076
308	57836	3075
309	58374	3127
310	58924	3171
311	59379	3199
312	60011	3215
313	60357	3252
314	60732	3284
315	61040	3309
316	61125	3342
317	61519	3373
318	61635	3386
319	61840	3390
320	62112	3400
321	62256	3441
322	62320	3513
323	62031	3572
324	61700	3637
325	61413	3730
326	61362	3810
327	61021	3877
328	60859	3965
329	60865	4001
330	60460	4029
331	60165	4107
332	60960	4165
333	61488	4224
334	62235	4271
335	62880	4303
336	63127	4370
337	63680	4426
338	63840	4479
339	63952	4522
340	64178	4572
341	64168	4633
342	64448	4640
343	64390	4713
344	64552	4771
345	64467	4799
346	64195	4864
347	64092	4895
348	63806	4909
349	63569	4988
350	63416	5039
351	63054	5076
352	62573	5110
353	61768	5174
354	61007	5232
355	60241	5262
356	59741	5310
357	58974	5357
358	58375	5374
359	57937	5377
360	57148	5392
361	56579	5459
362	56996	5546
363	56994	5630
364	57301	5723
365	57405	5842
366	57162	5962
367	57111	6064
368	56803	6159
369	56386	6200
370	56010	6233
371	55549	6334
372	55244	6419
373	54800	6496
374	54362	6569
375	53773	6605
376	52971	6694
377	52282	6772
378	51497	6853
379	50861	6871
380	50196	6906
381	49379	6962
382	48575	6954
383	47436	7052
384	46283	7145
385	45239	7171
386	44449	7253
387	43408	7280
388	42495	7269
389	41747	7384
390	40678	7442
391	39779	7453
392	39616	7470
393	39231	7529
394	39017	7575
395	38736	7612
396	38206	7622
397	37755	7638
398	37210	7642
399	36586	7596
400	35943	7565
401	35322	7577
402	34803	7673
403	34273	7745
404	33713	7825
405	33056	7929
406	32296	8031
407	31534	8159
408	30734	8284
409	30036	8271
410	29346	8243
411	28542	8342
412	27833	8407
413	26846	8455
414	26004	8505
415	25151	8508
416	24458	8548
417	23606	8611
418	22784	8684
419	22147	8675
420	21388	8674
421	20705	8688
422	20408	8618
423	20001	8672
424	19660	8696
425	19300	8630
426	18817	8623
427	18434	8586
428	18016	8484
429	17601	8513
430	17203	8479
431	16767	8373
432	16391	8285
433	16062	8268
434	15711	8218
435	15335	8183
436	14927	8128
437	14563	8072
438	14182	7970
439	13899	7867
440	13620	7765
441	13252	7704
442	12950	7689
443	12552	7670
444	12207	7634
445	11851	7691
446	11517	7701
447	11174	7675
448	10800	7700
449	10542	7657
450	10272	7527
451	9990	7505
452	9922	7473
453	9832	7422
454	9728	7351
455	9660	7285
456	9511	7205
457	9439	7152
458	9284	7136
459	9162	7057
460	9046	6961
461	8960	6880
462	8878	6749
463	8808	6712
464	8703	6673
465	8617	6537
466	8539	6368
467	8499	6219
468	8383	6086
469	8309	5948
470	8270	5830
471	8163	5660
472	8114	5476
473	8039	5384
474	7938	5274
475	7877	5136
476	7796	4993
477	7725	4840
478	7601	4714
479	7579	4548
480	7509	4385
481	7483	4230
482	7597	4114
483	7696	4013
484	7789	3897
485	7892	3817
486	7927	3750
487	8020	3683
488	8125	3597
489	8189	3497
490	8266	3403
491	8369	3343
492	8423	3275
493	8500	3192
494	8543	3092
495	8599	3043
496	8606	2991
497	8688	2946
498	8719	2913
499	8769	2842
500	8899	2771
501	8917	2718
502	8992	2641
503	9002	2596
504	8953	2572
505	8995	2518
506	8986	2482
507	9007	2388
508	8983	2318
509	9069	2245
510	9072	2181
511	9119	2100
512	9347	2016
513	9548	1972
514	9775	1922
515	9982	1876
516	10110	1840
517	10312	1793
518	10559	1740
519	10724	1681
520	10940	1626
521	11097	1577
522	11247	1536
523	11401	1509
524	11531	1498
525	11679	1481
526	11793	1471
527	11969	1445
528	12092	1423
529	12227	1389
530	12464	1362
531	12554	1352
532	12674	1345
533	12757	1339
534	12762	1323
535	12850	1314
536	12915	1331
537	12992	1337
538	12986	1320
539	13104	1307
540	13177	1284
541	13296	1283
542	13646	1255
543	14029	1250
544	14386	1254
545	14708	1233
546	14915	1229
547	15247	1213
548	15689	1198
549	15971	1193
550	16335	1184
551	16609	1170
552	16921	1154
553	17185	1154
554	17453	1147
555	17704	1148
556	17907	1131
557	18213	1118
558	18469	1118
559	18684	1104
560	19066	1105
561	19237	1101
562	19436	1099
563	19580	1096
564	19619	1109
565	19750	1121
566	19860	1135
567	20029	1135
568	20061	1122
569	20253	1116
570	20385	1099
571	20596	1108
572	21112	1119
573	21724	1121
574	22278	1112
575	22823	1102
576	23123	1122
577	23639	1133
578	24320	1134
579	24754	1130
580	25323	1142
581	25745	1149
582	26196	1139
583	26609	1152
584	27024	1157
585	27416	1153
586	27735	1162
587	28192	1174
588	28556	1167
589	28879	1166
590	29392	1171
591	29623	1175
592	29926	1166
593	30145	1171
594	30178	1178
595	30350	1192
596	30533	1201
597	30775	1202
598	30809	1201
599	31131	1201
600	31347	1211
601	31680	1217
602	32495	1223
603	33419	1230
604	34279	1244
605	35114	1276
606	35584	1308
607	36409	1318
608	37439	1341
609	38042	1350
610	38839	1349
611	39428	1362
612	40088	1381
613	40693	1392
614	41285	1396
615	41853	1393
616	42284	1419
617	42881	1432
618	43414	1444
619	43824	1455
620	44522	1475
621	44822	1494
622	45252	1487
623	45553	1502
624	45582	1519
625	45813	1521
626	46113	1550
627	46400	1574
628	46366	1576
629	46788	1588
630	47031	1599
631	47485	1612
632	48662	1608
633	49963	1624
634	51175	1631
635	52333	1653
636	52949	1682
637	54110	1708
638	55463	1709
639	56225	1715
640	57276	1718
641	58050	1744
642	58900	1760
643	59718	1776
644	60428	1815
645	61082	1855
646	61555	1907
647	62205	1929
648	62758	1962
649	63116	1985
650	63951	1988
651	64342	2014
652	64759	2053
653	65033	2073
654	64973	2087
655	65191	2094
656	65476	2134
657	65730	2167
658	65568	2191
659	65993	2206
660	66129	2246
661	66630	2281
662	68084	2277
663	69639	2311
664	71019	2343
665	72393	2343
666	72994	2400
667	74305	2446
668	75677	2459
669	76491	2494
670	77489	2519
671	78237	2548
672	79031	2560
673	79994	2598
674	80575	2621
675	81019	2668
676	81326	2717
677	81834	2757
678	82193	2766
679	82265	2783
680	82921	2797
681	83166	2849
682	83183	2890
683	83225	2927
684	82843	2989
685	82780	3055
686	82817	3140
687	82769	3187
688	82202	3243
689	82328	3275
